19218965,11/29/2010 12:00:00 AM,11/09/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10460,808 ELSMERE PLACE,ELSMERE PLACE,PROSPECT AVENUE,MARMION AVENUE,,,ADDRESS,BRONX,,N/A,Pending,12/29/2010 10:37:11 AM,01/10/2011 12:00:00 AM,06 BRONX,BRONX,1015130,246494,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8431902602018,-73.88839301759494,"(40.8431902602018, -73.88839301759494)"
19219143,11/29/2010 12:00:00 AM,12/23/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,23 INGRAHAM STREET,INGRAHAM STREET,BOGART STREET,MORGAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/29/2010 06:22:48 PM,12/23/2010 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1002879,196843,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70694571249622,-73.93280839859469,"(40.70694571249622, -73.93280839859469)"
19219152,11/29/2010 12:00:00 AM,10/19/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10019,442 WEST 50 STREET,WEST 50 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,12/29/2010 10:29:07 PM,12/13/2010 12:00:00 AM,04 MANHATTAN,MANHATTAN,986956,217629,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76401734875384,-73.99023156070056,"(40.76401734875384, -73.99023156070056)"
19219218,11/29/2010 12:00:00 AM,11/18/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10029,60 EAST 106 STREET,EAST 106 STREET,MADISON AVENUE,METRO NORTH RAILROAD,,,ADDRESS,NEW YORK,,N/A,Pending,12/29/2010 12:53:41 PM,12/30/2010 12:00:00 AM,11 MANHATTAN,MANHATTAN,998456,228285,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7932542514472,-73.94869497429124,"(40.7932542514472, -73.94869497429124)"
19219290,11/29/2010 12:00:00 AM,10/20/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,685 ACADEMY STREET,ACADEMY STREET,COOPER STREET,SEAMAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,12/29/2010 06:26:19 PM,11/29/2010 06:35:38 PM,Unspecified MANHATTAN,MANHATTAN,1004838,255242,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86723089460547,-73.92556363683735,"(40.86723089460547, -73.92556363683735)"
19219388,11/29/2010 12:00:00 AM,12/09/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,690 ALLERTON AVENUE,ALLERTON AVENUE,OLINVILLE AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,N/A,Closed,12/29/2010 03:35:56 PM,12/09/2010 12:00:00 AM,Unspecified BRONX,BRONX,1020830,254599,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.865414272365214,-73.86774779049907,"(40.865414272365214, -73.86774779049907)"
19219530,11/29/2010 12:00:00 AM,12/17/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11206,576 MARCY AVENUE,MARCY AVENUE,MYRTLE AVENUE,VERNON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/29/2010 09:53:11 AM,12/17/2010 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,998353,192490,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.695006119589735,-73.9491420140443,"(40.695006119589735, -73.9491420140443)"
19219763,11/29/2010 12:00:00 AM,12/02/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10453,1872 ANDREWS AVENUE,ANDREWS AVENUE,WEST TREMONT AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,12/29/2010 07:47:03 AM,12/02/2010 12:00:00 AM,Unspecified BRONX,BRONX,1007926,250022,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85289582888378,-73.91441735108202,"(40.85289582888378, -73.91441735108202)"
19219920,11/29/2010 12:00:00 AM,12/06/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11222,178 KINGSLAND AVENUE,KINGSLAND AVENUE,MEEKER AVENUE,DRIGGS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/29/2010 08:57:23 AM,12/06/2010 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1000557,202621,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72280952191659,-73.94116945446663,"(40.72280952191659, -73.94116945446663)"
19220011,11/29/2010 12:00:00 AM,12/17/2010 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11221,277 STUYVESANT AVENUE,STUYVESANT AVENUE,JEFFERSON AVENUE,HANCOCK STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,12/29/2010 11:20:15 AM,06/28/2011 12:00:00 AM,03 BROOKLYN,BROOKLYN,1002980,188870,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68506147281095,-73.93246627969569,"(40.68506147281095, -73.93246627969569)"
