33456599,05/28/2016 12:00:00 AM,06/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10030,160 WEST  141 STREET,WEST  141 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,06/27/2016 12:55:04 AM,06/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000922,237520,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81859746629828,-73.93976607426156,"(40.81859746629828, -73.93976607426156)"
33456707,05/27/2016 12:00:00 AM,06/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11416,95-38 104TH STREET,104TH STREET,,,,,LATLONG,OZONE PARK,,N/A,Closed,06/26/2016 07:59:24 PM,06/13/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1028587,189973,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68799772196256,-73.84012943009081,"(40.68799772196256, -73.84012943009081)"
33456710,05/27/2016 12:00:00 AM,06/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11205,143 ADELPHI STREET,ADELPHI STREET,PARK AVENUE,MYRTLE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,06/26/2016 10:23:47 AM,06/08/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,992024,192027,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69374311461857,-73.97196607261792,"(40.69374311461857, -73.97196607261792)"
33456711,05/27/2016 12:00:00 AM,06/13/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11218,1206 CORTELYOU ROAD,CORTELYOU ROAD,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,06/26/2016 04:44:48 PM,06/13/2016 12:00:00 AM,14 BROOKLYN,BROOKLYN,993444,172487,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64010880641325,-73.96687203993388,"(40.64010880641325, -73.96687203993388)"
33456713,05/27/2016 12:00:00 AM,06/16/2016 10:59:12 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11369,32-52 103 STREET,103 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,East Elmhurst,,N/A,Closed,06/26/2016 02:51:15 PM,06/16/2016 10:59:12 AM,03 QUEENS,QUEENS,1021416,215651,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758510545799574,-73.86584481114099,"(40.758510545799574, -73.86584481114099)"
33456740,05/27/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,1438 EASTERN PARKWAY,EASTERN PARKWAY,,,,,LATLONG,BROOKLYN,,N/A,Assigned,06/26/2016 05:31:04 PM,05/26/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1006300,182994,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.668925538137415,-73.92051477098909,"(40.668925538137415, -73.92051477098909)"
33456741,05/27/2016 12:00:00 AM,06/02/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,601 WEST 160TH STREET,WEST 160TH STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,06/26/2016 11:12:32 PM,06/02/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,999802,243966,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8362919362119,-73.94379755607176,"(40.8362919362119, -73.94379755607176)"
33457468,05/27/2016 12:00:00 AM,06/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,1184 JEFFERSON AVENUE,JEFFERSON AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,06/26/2016 06:38:55 PM,06/03/2016 12:00:00 AM,04 BROOKLYN,BROOKLYN,1008073,190833,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69043721230325,-73.91409580201224,"(40.69043721230325, -73.91409580201224)"
33457581,05/27/2016 12:00:00 AM,06/25/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11103,32-17 47TH STREET,47TH STREET,,,,,LATLONG,ASTORIA,,N/A,Closed,06/26/2016 04:45:07 PM,06/25/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1008206,214629,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75575107873989,-73.91353151178171,"(40.75575107873989, -73.91353151178171)"
33457582,05/27/2016 12:00:00 AM,05/31/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,533 QUINCY STREET,QUINCY STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,06/26/2016 06:28:13 PM,05/31/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1001444,190094,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68842418863467,-73.93800142401759,"(40.68842418863467, -73.93800142401759)"
