35820346,03/29/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11412,191-47 114 DRIVE,114 DRIVE,FARMERS BOULEVARD,194 STREET,,,ADDRESS,Saint Albans,,N/A,Assigned,04/28/2017 07:38:18 PM,03/29/2017 07:43:50 PM,12 QUEENS,QUEENS,1050401,193207,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69673811577188,-73.76144097018195,"(40.69673811577188, -73.76144097018195)"
35820440,03/29/2017 12:00:00 AM,04/28/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,216 HANCOCK STREET,HANCOCK STREET,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,04/28/2017 12:45:08 PM,04/28/2017 12:00:00 AM,03 BROOKLYN,BROOKLYN,998782,188045,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68280492428302,-73.94760455017254,"(40.68280492428302, -73.94760455017254)"
36992330,08/20/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,756 MADISON STREET,MADISON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,09/19/2017 01:22:00 PM,08/20/2017 01:29:04 PM,Unspecified BROOKLYN,BROOKLYN,1004260,189697,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687328596587186,-73.92784860075592,"(40.687328596587186, -73.92784860075592)"
36992331,08/20/2017 12:00:00 AM,08/21/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11208,311 MONTAUK AVENUE,MONTAUK AVENUE,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,09/19/2017 10:45:20 AM,08/21/2017 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1018326,183777,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6710365763342,-73.87715986810183,"(40.6710365763342, -73.87715986810183)"
36992342,08/20/2017 12:00:00 AM,06/19/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,826 MARCY AVENUE,MARCY AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Pending,09/19/2017 02:53:56 PM,08/20/2017 02:57:07 PM,Unspecified BROOKLYN,BROOKLYN,998811,188962,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68532183194441,-73.94749800841994,"(40.68532183194441, -73.94749800841994)"
36992343,08/20/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11101,41-15 29 STREET,29 STREET,41 AVENUE,QUEENS PLAZA,,,ADDRESS,LONG ISLAND CITY,,N/A,Assigned,09/19/2017 11:13:35 AM,08/20/2017 11:21:02 AM,Unspecified QUEENS,QUEENS,1001693,212791,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.750721483578204,-73.9370447549912,"(40.750721483578204, -73.9370447549912)"
36992344,08/20/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,28 WEST 119 STREET,WEST 119 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,09/19/2017 11:52:18 PM,08/20/2017 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,999191,231837,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80300231046052,-73.94603261633013,"(40.80300231046052, -73.94603261633013)"
36992345,08/20/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026,143 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST 117 STREET,WEST 118 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/19/2017 07:12:43 PM,08/20/2017 07:15:21 PM,Unspecified MANHATTAN,MANHATTAN,997332,232358,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8044352601222,-73.95274636895056,"(40.8044352601222, -73.95274636895056)"
36992875,08/20/2017 12:00:00 AM,07/18/2017 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10460,1679 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST 173 STREET,BOSTON ROAD,,,ADDRESS,BRONX,,N/A,Pending,09/19/2017 08:18:59 PM,08/20/2017 08:27:11 PM,Unspecified BRONX,BRONX,1015085,243888,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83603771149417,-73.8885676385735,"(40.83603771149417, -73.8885676385735)"
36992876,08/20/2017 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,,,AMSTERDAM AVENUE,WEST 154 STREET,WEST  154 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Assigned,09/19/2017 08:28:58 PM,08/20/2017 08:35:16 PM,Unspecified MANHATTAN,MANHATTAN,999893,241998,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83089018370784,-73.94347328611317,"(40.83089018370784, -73.94347328611317)"
